bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Bathroom Sink,Toilet",Strict,"24.2 miles from San Francisco, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",25.0ft,"Martinez, CA",2017 Mercedes Benz Melbourne 24L Turbo D...,"$5,950",$249,"$1,695","Year - 2017,Manufacturer - Jayco,Make - Melbourne,Model - 24L,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 40.0 gal,Length - 25.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet",Standard,"49.6 miles from San Francisco, CA","CD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",21.0ft,"San Jose, CA",2020 Jayco Bunkhouse - Clean & New!,,$125,,"Year - 2020,Manufacturer - Jayco,Make - Jay Flight SLX 7,Model - 184BS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 2,Slides - 1,Fresh water tank - 30.0 gal,Length - 21.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"21.4 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26.0ft,"Alamo, CA",2017 Forest River Forester 25',"$6,095",$239,"$1,506","Year - 2017,Manufacturer - Forest River RV,Make - Forester,Model - 2501TS Ford,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 3,Fresh water tank - 50.0 gal,Length - 26.0 ft,Height - 11.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Strict,"62.3 miles from San Francisco, CA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24.0ft,"Healdsburg, CA",Amazing Camper Van - This Van Has It ALL...,"$7,099",$299,"$1,889","Year - 2016,Manufacturer - Winnebago,Make - Era,Model - 70C,Class - Class B Camping Van,Sleeps - 2,Slides - 1,Length - 24.0 ft,Height - 9.0 ft",2,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2016
"Shower,Toilet,Bathroom Sink",Standard,"27.6 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",25.0ft,"Dublin, CA",2018 Forest River Flagstaff 25BHS,"$3,000",$125,$800,"Year - 2018,Manufacturer - Forest River RV,Make - Flagstaff Micro Lite,Model - 25BHS,Class - Travel Trailer,Sleeps - 6,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 43.0 gal,Length - 25.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"21.9 miles from San Francisco, CA",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37.0ft,"Martinez, CA",2019 Forest River RV Cherokee 304BH,"$3,188",$125,$788,"Year - 2019,Manufacturer - Forest River RV,Make - Cherokee,Model - 304BH,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 3,Slides - 3,Fresh water tank - 38.0 gal,Length - 37.0 ft,Height - 133.0 ft",10,Hot & Cold Water Supply,Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"23.8 miles from San Francisco, CA","AM/FM Radio,DVD Player,TV,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",16.0ft,"Vallejo, CA",2018 Airstream Bambi Sport,"$3,825",$150,$945,"Year - 2018,Manufacturer - Airstream RV,Make - Sport,Model - 16RB,Class - Travel Trailer,Sleeps - 4,Length - 16.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Toilet,Shower,Bathroom Sink",Standard,"66.9 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",24.0ft,"Lodi, CA",The Camping Truck,"$5,460",$195,"$1,365","Year - 2016,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 22E,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Fresh water tank - 50.0 gal,Length - 24.0 ft,Height - 12.5 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"56.6 miles from San Francisco, CA","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37.0ft,"Dixon, CA",2011 Forest River Georgetown,"$5,585",$225,"$1,380","Year - 2011,Manufacturer - Forest River RV,Make - Georgetown,Model - 360DS,Class - Class A Motor Home,Sleeps - 6,Slides - 2,Fresh water tank - 65.0 gal,Length - 37.0 ft,Height - 12.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2011
"Shower,Toilet,Bathroom Sink",Standard,"30.9 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Sonoma, CA",2018 Thor Four Winds 26B,,$245,"$1,700","Year - 2018,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 26B,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 1,Length - 27.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
Shower,Standard,"36.1 miles from San Francisco, CA",,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",18.0ft,"Napa, CA",2016 ALiner Expedition Std. Model,"$3,188",$125,$788,"Year - 2016,Manufacturer - ALiner,Make - Expedition,Model - Std. Model,Class - Travel Trailer,Sleeps - 4,Length - 18.0 ft,Height - 68.0 ft",4,"In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"17.6 miles from San Francisco, CA","CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",24.0ft,"San Mateo, CA",2009 Forest River Salem 24' Fifth Wheel ...,"$2,780",$109,$687,"Year - 2009,Manufacturer - Forest River,Make - Forest River,Model - Salem,Class - Fifth Wheel,Sleeps - 8,Total Number of Beds - 5,Slides - 1,Fresh water tank - 50.0 gal,Length - 24.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2009
"Shower,Toilet,Bathroom Sink",Strict,"8.8 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"South San Francisco, CA",2013 Fleetwood RV Jamboree 31N,"$5,500",$265,"$1,670","Year - 2013,Manufacturer - Fleetwood RV,Make - Jamboree,Model - 31N,Class - Class C Motor Home,Sleeps - 10,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 2,Fresh water tank - 60.0 gal,Length - 31.0 ft,Height - 11.5 ft",10,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2013
"Shower,Toilet,Bathroom Sink",Standard,"59.8 miles from San Francisco, CA",AM/FM Radio,"Kitchen Sink,Refrigerator,Microwave,Range (Stove),Slide Out",25.0ft,"Santa Cruz, CA",2006 Forest River WILDWOOD 250 RS,"$2,250",$85,$560,"Year - 2006,Manufacturer - Forest River RV,Make - Wildwood,Model - 25RKS,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 4,Length - 25.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2006
"Shower,Toilet,Bathroom Sink",Standard,"23.9 miles from San Francisco, CA","AM/FM Radio,iPod Docking Station,TV,CD Player","Refrigerator,Kitchen Sink,Microwave",26.0ft,"Redwood City, CA",2017 Jayco Jay feather,"$3,000",$155,$800,"Year - 2017,Manufacturer - Jayco,Make - Jay Feather,Model - 23BHM,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 3,Fresh water tank - 26.0 gal,Length - 26.0 ft,Height - 10.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"23.5 miles from San Francisco, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",45.0ft,"Novato, CA",Luxury top of the line 45' Holiday Rambl...,"$6,725",$445,"$2,700","Year - 2005,Manufacturer - Holiday Rambler,Make - Navigator,Model - 45PBQ,Class - Class A Motor Home,Sleeps - 4,Total Number of Beds - 2,Slides - 4,Fresh water tank - 150.0 gal,Length - 45.0 ft,Height - 13.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2005
"Shower,Toilet,Bathroom Sink",Standard,"23.8 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio,iPod Docking Station","Refrigerator,Microwave,Range (Stove),Kitchen Sink",23ft,"Vallejo, CA",The perfect little RV,"$4,200",$220,"$1,350","Year - 2019,Manufacturer - Coachmen RV,Make - Leprechaun,Model - 230 CB,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 4,Fresh water tank - 43.0 gal,Length - 23.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"39.8 miles from San Francisco, CA","AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",28.0ft,"Napa, CA",1/2 ton towable...,"$3,000",$109,$725,"Year - 2018,Manufacturer - Keystone RV,Make - Springdale,Model - 260TBWE,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 35.0 gal,Length - 28.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"41.0 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33.0ft,"Brentwood, CA",2019 Keystone RV Bullet 287QBSWE,"$3,800",$139,$939,"Year - 2019,Manufacturer - Keystone RV,Make - Bullet,Model - 287QBSWE,Class - Travel Trailer,Sleeps - 9,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 33.0 ft,Height - 130.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"29.6 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",20.0ft,"Pleasanton, CA",2018 Forest River Sonoma 167BH,"$3,290",$129,$812,"Year - 2018,Manufacturer - Forest River RV,Make - Sonoma,Model - 167BH,Class - Travel Trailer,Sleeps - 6,Number of Bunk Beds - 2,Length - 20.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"73.4 miles from San Francisco, CA","TV,AM/FM Radio,CD Player,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",28.0ft,"Lodi/Acampo, CA",Well Stocked 2019 w/Bunks & Murphy Bed,"$2,943",$109,$687,"Year - 2019,Manufacturer - Jayco,Make - Jay Feather,Model - 23BHM,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 1,Number of Bunk Beds - 2,Fresh water tank - 42.0 gal,Length - 28.0 ft,Height - 10.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Bathroom Sink,Toilet",Standard,"34.3 miles from San Francisco, CA","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",23.0ft,"Sonoma, CA",2019 Coachmen Leprechaun 230cd Ford 350,"$6,095",$205,"$1,506","Year - 2019,Manufacturer - Coachmen RV,Make - Leprechaun,Model - 210RS Ford 350,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 50.0 gal,Length - 23.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Bathroom Sink,Toilet",Strict,"20.4 miles from San Francisco, CA","AM/FM Radio,CD Player","Microwave,Range (Stove),Refrigerator,Kitchen Sink",28.0ft,"San Carlos, CA",Fun family Rv rental! Built memories wit...,,$180,,"Year - 2009,Manufacturer - ford,Make - ford,Model - F350,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2009
"Shower,Toilet,Bathroom Sink",Standard,"54.9 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",24.0ft,"Tracy, CA",Thor Four Winds,"$4,000",$155,"$1,000","Year - 2018,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23U,Class - Class C Motor Home,Sleeps - 4,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"40.3 miles from San Francisco, CA","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Fairfield, CA",2019 Thor Motor Coach Freedom Traveler 2...,"$8,000",$300,"$2,000","Year - 2019,Manufacturer - Thor Motor Coach,Make - Freedom Traveler,Model - 26HE,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Slides - 1,Fresh water tank - 40.0 gal,Length - 27.0 ft,Height - 11.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"21.8 miles from San Francisco, CA","TV,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",19.0ft,"Redwood City, CA",2020 Black Series Camper Black Series Ca...,"$6,630",$260,"$1,638","Year - 2020,Manufacturer - Black Series Camper,Make - Black Series Camper,Model - HQ19,Class - Travel Trailer,Sleeps - 3,Total Number of Beds - 2,Fresh water tank - 30.0 gal,Length - 19.0 ft,Height - 11.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet",Standard,"31.4 miles from San Francisco, CA",TV,"Microwave,Range (Stove),Refrigerator,Kitchen Sink",21.25ft,"Los Altos Hills, CA",2020 Keystone RV Passport 175BH Express,"$3,340",$131,$826,"Year - 2020,Manufacturer - Keystone RV,Make - Passport,Model - 175BH Express,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 2,Fresh water tank - 43.0 gal,Length - 21.3 ft,Height - 10.5 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Flexible,"24.7 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",23.0ft,"Concord, CA",2005 Forest River Salem T23,,$110,$600,"Year - 2005,Manufacturer - Forest River RV,Make - Salem,Model - 23FD,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Slides - 1,Fresh water tank - 42.0 gal,Length - 23.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2005
"Shower,Toilet,Bathroom Sink",Standard,"56.8 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24.0ft,"Dixon, CA",2019 Jayco Jay Feather X213,"$1,500",$139,$700,"Year - 2019,Manufacturer - Jayco,Make - Jay Feather,Model - X213,Class - Pop-up Camper,Sleeps - 7,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 24.0 ft,Height - 123.0 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Pop-up Camper,2019
"Shower,Toilet,Bathroom Sink",Standard,"49.6 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Kitchen Sink,Refrigerator,Microwave,Slide Out",32.0ft,"San Jose, CA",2019 Jayco Class C Bunkhouse - Family Fr...,,$269,"$1,569","Year - 2019,Manufacturer - Jayco,Make - Greyhawk,Model - 31F,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 3,Slides - 1,Fresh water tank - 47.0 gal,Length - 32.0 ft,Height - 11.5 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"38.8 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",29.0ft,"Livermore, CA",2016 Jayco Jayflight,"$2,200",$109,$600,"Year - 2016,Manufacturer - Jayco,Make - Jay Flight SLX,Model - 264BHW,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 200.0 gal,Length - 29.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
,Standard,"3.7 miles from San Francisco, CA",,,22ft,"San Francisco, CA",2017 Mercedes-Benz Galleria,"$6,222",$244,"$1,537","Year - 2017,Manufacturer - Mercedes-Benz,Make - Galleria,Class - Class B Camping Van,Sleeps - 2,Length - 22.0 ft",2,,Class B Camping Van,2017
"Shower,Toilet",Standard,"54.9 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",22.0ft,"tracy, CA",Make Some Memories in Our Affordable Wol...,"$2,300",$99,$600,"Year - 2019,Manufacturer - Forest River RV,Make - Cherokee Wolf Pup,Model - 18TO,Class - Travel Trailer,Sleeps - 6,Slides - 1,Length - 22.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Toilet,Shower,Bathroom Sink",Standard,"40.2 miles from San Francisco, CA","DVD Player,AM/FM Radio,CD Player,TV","Range (Stove),Microwave,Kitchen Sink,Refrigerator",23.0ft,"Oakley, CA",2014 Keystone RV Hideout 19FLBWE,"$2,700",$110,$710,"Year - 2014,Manufacturer - Keystone RV,Make - Hideout,Model - 19FLBWE,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 4,Number of Bunk Beds - 1,Fresh water tank - 60.0 gal,Length - 23.0 ft,Height - 126.0 ft",4,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2014
"Shower,Bathroom Sink,Toilet",Standard,"36.3 miles from San Francisco, CA","CD Player,iPod Docking Station,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",20.0ft,"Petaluma, CA",Light weight Red FALCON F-20,"$4,000",$199,"$1,399","Year - 2018,Manufacturer - Travel Lite,Make - Falcon,Model - F-20,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Fresh water tank - 35.0 gal,Length - 20.0 ft,Height - 8.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"45.2 miles from San Francisco, CA","TV,iPod Docking Station,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Discovery Bay, CA",2016 North Trail 24bhs,"$3,600",$119,$833,"Year - 2016,Manufacturer - Heartland,Make - North Trail,Model - 24BHS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 27.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"47.5 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",21.0ft,"Sebastopol, CA",2019 Winnebago Travato 59GL - MaRV,"$6,732",$264,"$1,663","Year - 2019,Manufacturer - Winnebago,Make - Travato,Model - 59GL,Class - Class B Camping Van,Sleeps - 4,Total Number of Beds - 2,Fresh water tank - 18.0 gal,Length - 21.0 ft,Height - 9.0 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2019
"Bathroom Sink,Shower,Toilet",Strict,"24.2 miles from San Francisco, CA","AM/FM Radio,CD Player,DVD Player,TV,iPod Docking Station","Kitchen Sink,Microwave,Range (Stove),Refrigerator,Slide Out",25.0ft,"Martinez, CA",2018 Coachmen Prism- Mercedes Benz Turbo...,"$5,950",$239,"$1,595","Year - 2018,Manufacturer - Coachmen RV,Make - Prism,Model - 2150 CB,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 50.0 gal,Length - 25.0 ft,Height - 11.0 ft",6,"Hot & Cold Water Supply,In Dash Air Conditioning,Roof Air Conditioning",Class C Motor Home,2018
Shower,Standard,"2.9 miles from San Francisco, CA","iPod Docking Station,TV",Kitchen Sink,23.0ft,"San Francisco, CA",Mercedes-Benz Sprinter (perfect toy haul...,"$2,500",$125,$700,"Year - 2010,Manufacturer - Mercedes-Benz,Make - Sprinter,Model - 2500,Class - Class B Camping Van,Sleeps - 2,Length - 23.0 ft",2,,Class B Camping Van,2010
"Shower,Bathroom Sink,Toilet",Standard,"39.3 miles from San Francisco, CA","CD Player,iPod Docking Station,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",32.0ft,"Suisun City, CA",Trailer is no longer available,"$3,500",$165,"$1,095","Year - 2017,Manufacturer - Heartland,Make - Mallard,Model - 32,Class - Travel Trailer,Sleeps - 1,Slides - 1,Length - 32.0 ft,Height - 136.0 ft",1,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Bathroom Sink,Shower,Toilet",Strict,"24.2 miles from San Francisco, CA","AM/FM Radio,CD Player,DVD Player,TV,iPod Docking Station","Kitchen Sink,Microwave,Range (Stove),Refrigerator,Slide Out",25.0ft,"Martinez, CA",2018 Mercedes Prism Turbo Diesel. RV1,"$4,950",$239,"$1,595","Year - 2018,Manufacturer - Coachmen RV,Make - Prism,Model - 2150 CB,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 50.0 gal,Length - 25.0 ft,Height - 11.0 ft",6,"Hot & Cold Water Supply,In Dash Air Conditioning,Roof Air Conditioning",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"46.3 miles from San Francisco, CA","TV,iPod Docking Station,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28.0ft,"Vacaville, CA",1/2 ton towable Bunkhouse,"$3,315",$120,$819,"Year - 2018,Manufacturer - Forest River RV,Make - Wildwood X-Lite,Model - 282QBXL,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 28.0 ft,Height - 12.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"52.3 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Tracy, CA",Family Adventure Awaits RV,"$3,276",$130,$910,"Year - 2017,Manufacturer - Jayco,Make - White Hawk,Model - 28BHKS,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Slides - 2,Length - 32.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"35.2 miles from San Francisco, CA","TV,iPod Docking Station,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30.0ft,"Livermore, CA","meraki, a family and pets friendly RV","$3,825",$189,$945,"Year - 2011,Manufacturer - Coachmen RV,Make - Freelander,Model - 30QB,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Length - 30.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2011
"Shower,Bathroom Sink,Toilet",Standard,"26.0 miles from San Francisco, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",22.0ft,"Union City, CA",2020 Forest River RV Rockwood Mini Lite ...,"$4,080",$160,"$1,008","Year - 2020,Manufacturer - Forest River RV,Make - Rockwood Mini Lite,Model - 2204S,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Slides - 1,Length - 22.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"40.6 miles from San Francisco, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"San Jose, CA",2019 Ford four winds 28Z,"$6,095",$209,"$1,506","Year - 2019,Manufacturer - Ford,Make - four winds,Model - 28Z,Class - Class C Motor Home,Sleeps - 7,Length - 29.0 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"90.5 miles from San Francisco, CA","TV,AM/FM Radio,DVD Player,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.0ft,"Waterford, CA",2016 jayco jayflight 26BH,"$3,188",$115,$788,"Year - 2016,Manufacturer - Jayco,Make - Jay Flight,Model - 26BH,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 2,Fresh water tank - 40.0 gal,Length - 26.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
Shower,Standard,"1.5 miles from San Francisco, CA",iPod Docking Station,"Refrigerator,Kitchen Sink,Range (Stove)",20ft,"San Francisco, CA",Estevan - a rugged high top conversion v...,"$4,310",$169,"$1,065","Year - 2007,Manufacturer - Ford,Make - E350 xl sd,Class - Class B Camping Van,Sleeps - 2,Fresh water tank - 6.0 gal,Length - 20.0 ft",2,In Dash Air Conditioning,Class B Camping Van,2007
